id,limit_balance,sex,education,marriage,n_children,age,profession,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,target
11305,20000.0,2,high school,2.0,1,53,0.0,-1,-1,-2,-2,-1,-1.0,4400.0,-220.0,-220.0,-610.0,390.0,0.0,0.0,0.0,0.0,1390.0,0.0,780.0,0
24120,50000.0,1,university,2.0,0,29,2.0,0,0,2,0,0,0.0,48632.0,52100.0,50611.0,50411.0,19722.0,19682.0,4600.0,0.0,2200.0,900.0,800.0,800.0,0
16439,100000.0,1,university,1.0,1,42,2.0,0,0,0,0,0,0.0,98430.0,99998.0,16138.0,17758.0,18774.0,20272.0,5000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0
1568,40000.0,2,university,2.0,2,23,0.0,0,0,0,0,0,0.0,39402.0,39321.0,38246.0,39289.0,39882.0,39650.0,2000.0,2000.0,2000.0,1500.0,1500.0,2000.0,0
4160,90000.0,2,university,1.0,1,50,2.0,0,0,0,2,0,0.0,43439.0,44512.0,47677.0,46615.0,47537.0,48616.0,2100.0,4200.0,0.0,2000.0,2000.0,2000.0,0
15285,400000.0,1,high school,1.0,0,42,0.0,0,0,0,0,0,0.0,95014.0,97074.0,98274.0,84698.0,58612.0,55610.0,5000.0,3532.0,4005.0,1482.0,1452.0,3000.0,1
19396,360000.0,2,other,2.0,0,47,0.0,2,2,3,2,0,0.0,291410.0,296936.0,283943.0,266246.0,258197.0,114052.0,22913.0,7000.0,0.0,8500.0,5145.0,106000.0,1
7149,50000.0,2,university,2.0,2,34,0.0,-2,-2,-2,-2,-2,-2.0,588.0,592.0,390.0,390.0,280.0,720.0,592.0,390.0,390.0,280.0,913.0,390.0,0
19062,170000.0,2,university,1.0,1,31,2.0,-2,-2,-2,-2,-2,-2.0,6015.0,7810.0,2760.0,3474.0,7680.0,7860.0,7820.0,26058.0,3474.0,7680.0,7860.0,9333.0,1
27791,120000.0,2,university,2.0,1,39,1.0,-2,-2,-2,-2,-2,-2.0,326.0,3756.0,326.0,326.0,326.0,476.0,3756.0,652.0,326.0,326.0,476.0,326.0,1
6157,390000.0,2,other,2.0,2,33,1.0,0,0,0,0,0,0.0,84100.0,85538.0,79875.0,82853.0,82747.0,44143.0,5000.0,3500.0,4502.0,3518.0,2003.0,3001.0,0
22870,240000.0,1,other,2.0,1,30,0.5,-1,0,0,0,0,0.0,178911.0,182510.0,186450.0,190523.0,194405.0,182630.0,6581.0,6881.0,7181.0,7281.0,6638.0,6881.0,0
23896,50000.0,1,university,2.0,0,43,0.0,-1,-1,-1,-1,0,-1.0,396.0,396.0,396.0,792.0,396.0,396.0,396.0,396.0,792.0,0.0,396.0,792.0,1
14586,140000.0,1,university,1.0,1,38,0.0,2,2,2,2,2,2.0,131877.0,135309.0,131671.0,138771.0,141146.0,127184.0,7000.0,0.0,10800.0,4800.0,0.0,5000.0,0
4714,80000.0,2,high school,1.0,2,48,1.5,0,0,0,0,0,0.0,44508.0,43709.0,52660.0,48532.0,44469.0,45068.0,1785.0,10000.0,1541.0,1610.0,1604.0,1485.0,0
3315,90000.0,2,other,2.0,1,30,0.5,0,0,2,0,0,0.0,19003.0,21876.0,21231.0,22071.0,23211.0,23773.0,3500.0,0.0,1500.0,1500.0,1100.0,2100.0,0
23075,280000.0,2,other,2.0,1,35,1.0,-2,-2,-2,-2,0,-1.0,6302.0,4618.0,183.0,2568.0,2371.0,7610.0,4663.0,0.0,4953.0,12.0,7647.0,1676.0,0
11038,80000.0,2,university,1.0,1,37,1.0,-2,-2,-2,-2,-2,-2.0,1324.0,1087.0,0.0,5963.0,1280.0,1243.0,1087.0,0.0,5963.0,1280.0,1243.0,1216.0,0
6564,80000.0,2,university,1.0,2,32,1.0,0,0,0,0,0,0.0,77808.0,77180.0,79147.0,81159.0,69573.0,70306.0,3000.0,4000.0,4000.0,5000.0,8000.0,2800.0,0
17566,80000.0,1,university,1.0,2,37,1.0,0,0,-1,-1,0,0.0,43311.0,16348.0,9360.0,6295.0,14844.0,29065.0,5377.0,9383.0,6295.0,10018.0,21939.0,5002.0,0
12638,260000.0,2,other,2.0,0,36,0.5,-1,-1,-1,0,0,0.0,5160.0,0.0,15362.0,21068.0,27669.0,32202.0,0.0,15362.0,10000.0,7000.0,5000.0,5000.0,0
3344,20000.0,1,other,2.0,1,31,0.0,1,3,2,0,0,-2.0,16170.0,15646.0,14020.0,13345.0,0.0,0.0,0.0,5.0,1925.0,0.0,0.0,0.0,1
972,180000.0,2,university,2.0,0,34,0.0,0,0,0,0,0,0.0,59076.0,50505.0,38547.0,63249.0,51437.0,45279.0,3000.0,3000.0,33000.0,2000.0,2000.0,2000.0,0
21987,150000.0,2,other,1.0,0,34,0.0,0,0,0,0,0,0.0,14967.0,17705.0,19394.0,18956.0,20684.0,22237.0,3000.0,2000.0,2000.0,2000.0,2000.0,1000.0,0
10944,30000.0,1,high school,1.0,1,56,3.0,1,7,6,5,4,3.0,30826.0,30384.0,29656.0,28914.0,28172.0,27444.0,0.0,0.0,0.0,0.0,0.0,0.0,1
102,200000.0,2,university,2.0,2,38,1.0,0,0,0,2,-1,0.0,18703.0,9733.0,7078.0,1195.0,43115.0,43869.0,1533.0,2395.0,0.0,45000.0,1600.0,2000.0,0
5136,300000.0,2,university,2.0,2,32,0.0,0,0,0,0,0,0.0,139578.0,123041.0,110751.0,99222.0,83859.0,72220.0,6000.0,4500.0,3500.0,3000.0,3000.0,7500.0,0
21771,500000.0,1,high school,1.0,2,39,1.5,0,0,0,0,0,0.0,315201.0,332071.0,375070.0,354839.0,369532.0,367399.0,25000.0,50000.0,20000.0,19586.0,14122.0,12022.0,0
7391,50000.0,2,university,2.0,2,24,1.0,1,2,0,0,0,0.0,34069.0,23196.0,22883.0,18069.0,19273.0,19929.0,0.0,1636.0,700.0,1500.0,1000.0,500.0,0
12413,140000.0,2,other,2.0,2,26,0.5,0,0,0,0,0,0.0,131863.0,136170.0,139270.0,137548.0,96340.0,94201.0,6500.0,6799.0,5100.0,3300.0,3400.0,7461.0,0
9742,350000.0,1,other,1.0,0,38,0.5,-2,-2,-1,0,0,-2.0,16459.0,4120.0,44164.0,35233.0,884.0,9924.0,941.0,44743.0,0.0,884.0,9924.0,10824.0,1
20044,80000.0,2,university,1.0,1,44,1.0,-2,-2,-2,-1,4,3.0,0.0,0.0,0.0,600.0,600.0,300.0,0.0,0.0,600.0,0.0,0.0,0.0,0
18824,410000.0,2,high school,1.0,2,32,0.0,-2,-2,-2,-2,-1,0.0,388.0,388.0,388.0,388.0,110345.0,116128.0,388.0,388.0,388.0,110345.0,8000.0,4200.0,0
2088,200000.0,2,university,1.0,2,43,0.0,0,0,-2,-1,-1,-2.0,2893.0,0.0,230.0,2059.0,0.0,0.0,0.0,230.0,2059.0,0.0,0.0,0.0,0
29903,180000.0,1,other,2.0,0,39,1.0,-2,-2,-2,-2,-2,-2.0,0.0,444.0,182.0,0.0,0.0,0.0,444.0,182.0,0.0,0.0,0.0,540.0,0
7365,100000.0,1,university,2.0,2,26,2.0,0,0,0,0,0,0.0,30928.0,32186.0,32949.0,33680.0,34419.0,37782.0,2500.0,2000.0,2000.0,2000.0,4500.0,40000.0,1
16803,360000.0,2,other,1.0,2,56,1.0,0,-1,-1,-2,-2,-1.0,60206.0,7690.0,0.0,0.0,0.0,6232.0,7690.0,0.0,0.0,0.0,6232.0,158.0,0
26460,120000.0,2,high school,1.0,1,39,3.0,1,2,2,2,2,2.0,69830.0,68108.0,70415.0,74443.0,75527.0,77171.0,0.0,3400.0,5800.0,2900.0,3000.0,3100.0,0
4947,50000.0,1,university,2.0,2,42,2.0,0,0,0,0,0,0.0,47282.0,47535.0,46578.0,17029.0,10575.0,9478.0,2500.0,2000.0,2500.0,500.0,500.0,500.0,0
12211,100000.0,2,university,1.0,1,35,1.0,0,0,0,0,-2,-2.0,28428.0,29753.0,30900.0,0.0,0.0,0.0,1800.0,1900.0,0.0,0.0,0.0,0.0,0
5246,50000.0,2,other,2.0,1,23,0.0,1,-2,-2,-2,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17003,260000.0,2,university,1.0,0,32,2.0,0,0,0,0,0,0.0,104717.0,102159.0,102369.0,80488.0,82150.0,84818.0,5300.0,3500.0,3000.0,3000.0,4000.0,4000.0,0
29014,200000.0,2,university,1.0,1,40,2.0,-1,-1,-1,-1,-1,-1.0,9798.0,14457.0,8916.0,12868.0,7818.0,12910.0,14499.0,8983.0,12908.0,7834.0,12919.0,13583.0,0
9205,270000.0,2,university,1.0,0,38,1.0,-1,0,0,0,-1,0.0,2974.0,3562.0,5061.0,5500.0,116681.0,119553.0,1071.0,2000.0,1000.0,116681.0,5000.0,4000.0,0
26566,500000.0,2,other,1.0,0,38,0.0,0,0,0,0,0,0.0,105587.0,105478.0,100026.0,86265.0,67539.0,53676.0,3627.0,3059.0,2670.0,2331.0,2406.0,1645.0,0
2336,30000.0,2,other,2.0,1,45,5.0,2,0,0,0,0,0.0,29278.0,30488.0,30900.0,30480.0,31124.0,29333.0,2000.0,1600.0,1500.0,1100.0,1053.0,1320.0,1
12017,110000.0,2,university,1.0,0,31,2.0,-1,2,2,-1,-1,-1.0,832.0,832.0,416.0,416.0,416.0,416.0,416.0,0.0,416.0,416.0,416.0,416.0,1
12866,190000.0,2,other,1.0,1,50,1.0,1,-1,-1,-1,-1,-2.0,0.0,2329.0,15951.0,332.0,0.0,0.0,2329.0,15990.0,332.0,0.0,0.0,0.0,0
22225,150000.0,1,university,2.0,1,24,1.0,-1,-1,-1,-1,-1,-1.0,9514.0,14961.0,3337.0,1012.0,4944.0,1016.0,15046.0,3367.0,1020.0,5392.0,1016.0,0.0,0
3492,20000.0,1,university,1.0,0,36,1.0,1,2,2,2,2,0.0,19006.0,18418.0,20465.0,20381.0,18446.0,18598.0,0.0,2690.0,900.0,0.0,1000.0,1000.0,1
21549,60000.0,1,high school,2.0,2,24,3.0,0,0,0,0,0,-1.0,33270.0,16636.0,17321.0,17421.0,18421.0,891.0,1715.0,1400.0,500.0,1000.0,900.0,19000.0,0
26970,210000.0,2,university,2.0,0,26,2.0,0,0,0,0,0,0.0,177492.0,179951.0,171135.0,166199.0,144060.0,132326.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0
17782,20000.0,2,other,2.0,1,30,0.0,1,2,2,-1,0,-1.0,11730.0,7221.0,0.0,3041.0,3041.0,1326.0,1712.0,0.0,3041.0,0.0,1326.0,0.0,0
22553,70000.0,2,university,1.0,2,57,1.0,0,0,0,0,0,0.0,18379.0,19571.0,22729.0,24346.0,24940.0,25539.0,1500.0,3500.0,2000.0,1000.0,1000.0,1500.0,0
14734,230000.0,2,other,1.0,0,46,0.0,-2,-2,-2,-2,-2,-2.0,266.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,300.0,0.0,0
13849,80000.0,2,high school,1.0,1,27,3.0,0,0,0,0,0,0.0,24003.0,21887.0,14799.0,6402.0,4950.0,4661.0,3028.0,1241.0,3010.0,2025.0,3500.0,26028.0,1
27135,180000.0,2,other,1.0,1,36,0.5,-2,-2,-2,-2,-2,-2.0,2846.0,2092.0,4629.0,3007.0,5827.0,1118.0,2092.0,4631.0,3007.0,5827.0,1200.0,1030.0,0
26391,30000.0,2,university,1.0,1,26,2.0,0,0,0,0,2,0.0,20105.0,21419.0,22278.0,24423.0,19985.0,15021.0,1650.0,1506.0,2651.0,0.0,2044.0,550.0,0
28624,100000.0,2,university,2.0,0,25,2.0,2,0,0,0,0,0.0,88420.0,89705.0,91943.0,71201.0,69804.0,71088.0,3600.0,4000.0,2500.0,2700.0,2600.0,2600.0,1
2485,50000.0,2,high school,1.0,0,50,3.0,1,2,2,-2,-2,-2.0,4446.0,4166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11929,70000.0,1,other,2.0,0,29,0.0,1,2,0,0,0,0.0,71267.0,67401.0,63239.0,23163.0,41106.0,42021.0,5.0,2910.0,1000.0,20000.0,1600.0,2000.0,1
12948,410000.0,1,other,1.0,1,48,0.0,0,0,0,0,-1,-1.0,231152.0,238985.0,243779.0,250399.0,5194.0,-376.0,12000.0,10000.0,7250.0,5225.0,0.0,1436.0,0
2514,110000.0,2,other,2.0,1,23,1.0,0,0,0,0,0,0.0,83914.0,85064.0,78997.0,71276.0,68385.0,62475.0,4022.0,3300.0,2000.0,3000.0,2500.0,2310.0,0
5492,110000.0,2,university,1.0,2,37,0.0,0,0,0,0,0,0.0,79646.0,110818.0,107558.0,80437.0,79727.0,81001.0,50000.0,3500.0,10000.0,3000.0,3000.0,3000.0,0
22951,100000.0,2,university,2.0,0,24,1.0,1,-1,-1,-2,-2,-1.0,0.0,670.0,0.0,0.0,0.0,150.0,670.0,0.0,0.0,0.0,150.0,477.0,1
27881,200000.0,2,high school,2.0,1,25,3.0,0,0,0,0,-1,-1.0,7930.0,5790.0,9853.0,5334.0,5481.0,11344.0,1343.0,5033.0,3516.0,5497.0,11378.0,12774.0,0
20471,50000.0,2,university,1.0,1,22,0.0,1,1,2,2,2,2.0,44531.0,50863.0,49555.0,34644.0,28867.0,28983.0,7178.0,0.0,1656.0,944.0,967.0,1112.0,0
29202,30000.0,1,university,1.0,0,49,0.0,3,2,2,2,2,2.0,26319.0,27404.0,27769.0,28227.0,28642.0,28042.0,1800.0,1100.0,1200.0,1000.0,0.0,2200.0,0
