id,target
1807,0.5
13055,0.5
8378,0.5
11672,0.5
26089,0.5
12182,0.5
446,0.5
12392,0.5
24879,0.5
29604,0.5
15806,0.5
10188,0.5
2934,0.5
16197,0.5
29917,0.5
16647,0.5
27978,0.5
15540,0.5
12739,0.5
29436,0.5
22952,0.5
215,0.5
27375,0.5
12240,0.5
18713,0.5
4165,0.5
28779,0.5
8224,0.5
13572,0.5
16335,0.5
28933,0.5
8369,0.5
9380,0.5
20633,0.5
28009,0.5
6009,0.5
525,0.5
22137,0.5
20428,0.5
2463,0.5
533,0.5
19967,0.5
6829,0.5
7779,0.5
633,0.5
14123,0.5
17704,0.5
4744,0.5
1642,0.5
5042,0.5
3685,0.5
28128,0.5
25107,0.5
3778,0.5
3962,0.5
16797,0.5
25409,0.5
2801,0.5
20754,0.5
11202,0.5
2074,0.5
20132,0.5
29504,0.5
21207,0.5
13259,0.5
13534,0.5
27830,0.5
9231,0.5
23201,0.5
3299,0.5
13761,0.5
4486,0.5
19021,0.5
2379,0.5
9321,0.5
9036,0.5
28630,0.5
29553,0.5
20902,0.5
26411,0.5
6142,0.5
27634,0.5
11815,0.5
13183,0.5
1549,0.5
24857,0.5
10013,0.5
28554,0.5
8448,0.5
21687,0.5
27088,0.5
8570,0.5
10108,0.5
28885,0.5
6095,0.5
15921,0.5
22815,0.5
10004,0.5
8354,0.5
20553,0.5
26531,0.5
4747,0.5
13241,0.5
28267,0.5
8108,0.5
29137,0.5
15878,0.5
20710,0.5
5945,0.5
2389,0.5
21104,0.5
10146,0.5
2233,0.5
23777,0.5
2873,0.5
21657,0.5
25803,0.5
21151,0.5
961,0.5
12696,0.5
27936,0.5
5466,0.5
21748,0.5
24046,0.5
13003,0.5
9557,0.5
28391,0.5
28294,0.5
7299,0.5
1346,0.5
23069,0.5
8788,0.5
12013,0.5
20987,0.5
4867,0.5
22326,0.5
4542,0.5
24137,0.5
9401,0.5
22576,0.5
18837,0.5
3040,0.5
22015,0.5
7113,0.5
1482,0.5
12390,0.5
29896,0.5
2647,0.5
16471,0.5
11719,0.5
16617,0.5
20400,0.5
29661,0.5
9016,0.5
9165,0.5
5004,0.5
17913,0.5
12222,0.5
4467,0.5
10889,0.5
8915,0.5
1845,0.5
11494,0.5
13479,0.5
29850,0.5
4162,0.5
6879,0.5
27713,0.5
17590,0.5
4621,0.5
6749,0.5
21303,0.5
29180,0.5
4578,0.5
10767,0.5
13595,0.5
13187,0.5
26950,0.5
3874,0.5
10286,0.5
5589,0.5
3580,0.5
5568,0.5
28161,0.5
7742,0.5
26874,0.5
729,0.5
1117,0.5
29338,0.5
1441,0.5
26230,0.5
3440,0.5
18787,0.5
7232,0.5
6855,0.5
26990,0.5
29780,0.5
22586,0.5
20083,0.5
21330,0.5
2433,0.5
9492,0.5
28583,0.5
1519,0.5
25473,0.5
13252,0.5
28916,0.5
9407,0.5
29065,0.5
12455,0.5
1846,0.5
3256,0.5
8918,0.5
10212,0.5
1252,0.5
22466,0.5
29245,0.5
14646,0.5
12130,0.5
18985,0.5
25390,0.5
29342,0.5
9163,0.5
29544,0.5
18636,0.5
2427,0.5
695,0.5
28039,0.5
19601,0.5
22076,0.5
24006,0.5
4745,0.5
3482,0.5
8853,0.5
10012,0.5
8176,0.5
12751,0.5
4692,0.5
3505,0.5
29655,0.5
8923,0.5
3631,0.5
4131,0.5
19078,0.5
4847,0.5
9313,0.5
26591,0.5
6627,0.5
13861,0.5
18821,0.5
12077,0.5
10085,0.5
17282,0.5
4837,0.5
26571,0.5
5758,0.5
23322,0.5
1761,0.5
21484,0.5
20738,0.5
22002,0.5
21483,0.5
26497,0.5
16505,0.5
11119,0.5
12202,0.5
24635,0.5
25303,0.5
24400,0.5
19320,0.5
2055,0.5
27095,0.5
9587,0.5
19038,0.5
23526,0.5
9531,0.5
10561,0.5
5085,0.5
2081,0.5
13839,0.5
26528,0.5
24463,0.5
18154,0.5
15988,0.5
23900,0.5
12036,0.5
19536,0.5
7388,0.5
21602,0.5
19985,0.5
8712,0.5
21887,0.5
3869,0.5
5094,0.5
14229,0.5
2665,0.5
19680,0.5
17015,0.5
21599,0.5
6273,0.5
1650,0.5
19926,0.5
328,0.5
1431,0.5
611,0.5
24931,0.5
11383,0.5
20711,0.5
8987,0.5
22780,0.5
355,0.5
22693,0.5
1940,0.5
15501,0.5
3826,0.5
28828,0.5
3525,0.5
19976,0.5
20778,0.5
1150,0.5
15035,0.5
21858,0.5
17063,0.5
21312,0.5
11274,0.5
20573,0.5
19304,0.5
29048,0.5
29321,0.5
2589,0.5
10161,0.5
11695,0.5
17932,0.5
4939,0.5
22408,0.5
20189,0.5
1421,0.5
26359,0.5
18002,0.5
19281,0.5
18433,0.5
27635,0.5
5804,0.5
28285,0.5
1526,0.5
16125,0.5
16085,0.5
7276,0.5
2861,0.5
22481,0.5
29226,0.5
4412,0.5
15460,0.5
23655,0.5
9157,0.5
26298,0.5
11110,0.5
19745,0.5
5068,0.5
25403,0.5
27308,0.5
23692,0.5
21601,0.5
20770,0.5
5881,0.5
21431,0.5
14821,0.5
9132,0.5
15293,0.5
20609,0.5
6351,0.5
14640,0.5
21004,0.5
24524,0.5
2622,0.5
10201,0.5
6275,0.5
19619,0.5
8127,0.5
1282,0.5
15138,0.5
9721,0.5
21360,0.5
16808,0.5
5650,0.5
22412,0.5
18817,0.5
24762,0.5
6339,0.5
3163,0.5
11139,0.5
26592,0.5
20958,0.5
22876,0.5
14209,0.5
17083,0.5
7795,0.5
18548,0.5
12289,0.5
10834,0.5
14511,0.5
19242,0.5
15279,0.5
17139,0.5
7475,0.5
2524,0.5
27,0.5
27742,0.5
5391,0.5
2752,0.5
26066,0.5
5353,0.5
28225,0.5
5973,0.5
28444,0.5
23551,0.5
15482,0.5
10459,0.5
16400,0.5
14299,0.5
10081,0.5
10896,0.5
15708,0.5
19647,0.5
25191,0.5
7342,0.5
20334,0.5
19073,0.5
26259,0.5
2192,0.5
29868,0.5
11121,0.5
28170,0.5
27433,0.5
10935,0.5
15776,0.5
15514,0.5
10628,0.5
7993,0.5
24763,0.5
13049,0.5
28337,0.5
10035,0.5
29654,0.5
23101,0.5
10597,0.5
27139,0.5
22181,0.5
15204,0.5
22306,0.5
28252,0.5
3397,0.5
15286,0.5
21899,0.5
25839,0.5
14024,0.5
10940,0.5
5439,0.5
27114,0.5
27462,0.5
16586,0.5
4546,0.5
18652,0.5
19708,0.5
23912,0.5
27641,0.5
29581,0.5
9846,0.5
4839,0.5
26963,0.5
6765,0.5
5149,0.5
24063,0.5
7789,0.5
10308,0.5
1164,0.5
15454,0.5
21383,0.5
13105,0.5
4272,0.5
28378,0.5
27950,0.5
5186,0.5
9820,0.5
8807,0.5
16289,0.5
959,0.5
14641,0.5
3463,0.5
11510,0.5
6861,0.5
17920,0.5
14760,0.5
25712,0.5
5191,0.5
20045,0.5
24247,0.5
8110,0.5
16171,0.5
6085,0.5
6868,0.5
7778,0.5
24318,0.5
10265,0.5
25077,0.5
26833,0.5
2587,0.5
2616,0.5
27622,0.5
26379,0.5
11997,0.5
10090,0.5
29376,0.5
17315,0.5
8376,0.5
16778,0.5
10686,0.5
26987,0.5
4968,0.5
24217,0.5
14478,0.5
6642,0.5
18866,0.5
16780,0.5
21379,0.5
7527,0.5
14084,0.5
18814,0.5
3394,0.5
2703,0.5
19032,0.5
3932,0.5
2695,0.5
29159,0.5
1216,0.5
16932,0.5
20274,0.5
22999,0.5
12656,0.5
7228,0.5
28431,0.5
5594,0.5
8949,0.5
24019,0.5
4339,0.5
15934,0.5
7136,0.5
16413,0.5
16533,0.5
690,0.5
23728,0.5
8005,0.5
9115,0.5
8951,0.5
28060,0.5
4841,0.5
22671,0.5
7442,0.5
16520,0.5
26705,0.5
17143,0.5
20550,0.5
12499,0.5
9013,0.5
1262,0.5
26940,0.5
3831,0.5
11656,0.5
21152,0.5
10164,0.5
15361,0.5
19027,0.5
23271,0.5
19263,0.5
5341,0.5
3575,0.5
23429,0.5
26327,0.5
21020,0.5
15206,0.5
24767,0.5
14781,0.5
21350,0.5
26353,0.5
22988,0.5
13452,0.5
28853,0.5
7142,0.5
19887,0.5
17665,0.5
17080,0.5
9485,0.5
4514,0.5
23284,0.5
8275,0.5
28542,0.5
10028,0.5
22128,0.5
12962,0.5
13239,0.5
9156,0.5
22425,0.5
19446,0.5
23832,0.5
25067,0.5
3966,0.5
9577,0.5
3579,0.5
23968,0.5
9035,0.5
23641,0.5
2087,0.5
7255,0.5
3567,0.5
10709,0.5
24377,0.5
29156,0.5
27040,0.5
5857,0.5
15029,0.5
18804,0.5
22989,0.5
17423,0.5
26925,0.5
21235,0.5
1167,0.5
10259,0.5
3436,0.5
14834,0.5
21473,0.5
25636,0.5
7726,0.5
26214,0.5
2832,0.5
4512,0.5
15985,0.5
7277,0.5
13401,0.5
15761,0.5
28936,0.5
18608,0.5
17666,0.5
20447,0.5
28882,0.5
3464,0.5
9399,0.5
1366,0.5
20891,0.5
27655,0.5
6177,0.5
25071,0.5
27990,0.5
13498,0.5
15329,0.5
24341,0.5
27757,0.5
20997,0.5
18859,0.5
24720,0.5
17073,0.5
14583,0.5
11624,0.5
29775,0.5
27035,0.5
12270,0.5
6403,0.5
5587,0.5
27354,0.5
24631,0.5
19777,0.5
10924,0.5
9389,0.5
21905,0.5
6542,0.5
14808,0.5
2345,0.5
10398,0.5
20887,0.5
163,0.5
14806,0.5
17236,0.5
210,0.5
19237,0.5
28566,0.5
28298,0.5
17225,0.5
20748,0.5
26943,0.5
1972,0.5
18590,0.5
1179,0.5
24499,0.5
19832,0.5
23518,0.5
16556,0.5
1181,0.5
22987,0.5
13622,0.5
8374,0.5
6948,0.5
26733,0.5
9964,0.5
14304,0.5
5647,0.5
3562,0.5
24297,0.5
23004,0.5
20702,0.5
10852,0.5
13463,0.5
29326,0.5
16659,0.5
7655,0.5
25823,0.5
17699,0.5
5413,0.5
19457,0.5
9958,0.5
11227,0.5
2941,0.5
800,0.5
3445,0.5
1704,0.5
15011,0.5
13709,0.5
2120,0.5
6386,0.5
26637,0.5
12016,0.5
14528,0.5
25427,0.5
712,0.5
10145,0.5
28919,0.5
7463,0.5
8132,0.5
2390,0.5
27530,0.5
29617,0.5
6901,0.5
12504,0.5
9574,0.5
16401,0.5
23522,0.5
27159,0.5
27625,0.5
18775,0.5
195,0.5
23808,0.5
12079,0.5
9402,0.5
25068,0.5
21714,0.5
28604,0.5
17525,0.5
8178,0.5
19787,0.5
29762,0.5
14883,0.5
23157,0.5
10404,0.5
27828,0.5
10309,0.5
1843,0.5
14006,0.5
26375,0.5
23933,0.5
115,0.5
21562,0.5
33,0.5
28850,0.5
20239,0.5
7329,0.5
9443,0.5
1933,0.5
29628,0.5
22150,0.5
23268,0.5
26811,0.5
9753,0.5
24716,0.5
16545,0.5
656,0.5
524,0.5
23318,0.5
27321,0.5
8326,0.5
3267,0.5
6063,0.5
13412,0.5
7796,0.5
20485,0.5
10810,0.5
11955,0.5
20853,0.5
2922,0.5
11198,0.5
27062,0.5
16239,0.5
17071,0.5
9509,0.5
6467,0.5
608,0.5
21262,0.5
7756,0.5
8128,0.5
2170,0.5
11678,0.5
18381,0.5
26321,0.5
1765,0.5
13073,0.5
21319,0.5
9131,0.5
25967,0.5
25679,0.5
13642,0.5
2539,0.5
10823,0.5
24630,0.5
8481,0.5
17259,0.5
4211,0.5
18451,0.5
3678,0.5
12654,0.5
19710,0.5
2498,0.5
28266,0.5
17632,0.5
21848,0.5
19800,0.5
23819,0.5
7088,0.5
28719,0.5
10149,0.5
12276,0.5
10809,0.5
3135,0.5
8928,0.5
6822,0.5
20516,0.5
18149,0.5
2603,0.5
14319,0.5
3630,0.5
20872,0.5
14498,0.5
2802,0.5
39,0.5
22711,0.5
4797,0.5
9224,0.5
357,0.5
23975,0.5
9545,0.5
6109,0.5
23863,0.5
24509,0.5
20805,0.5
4154,0.5
18881,0.5
5822,0.5
28397,0.5
18869,0.5
23534,0.5
20764,0.5
14740,0.5
18692,0.5
8991,0.5
14984,0.5
12596,0.5
2297,0.5
22689,0.5
333,0.5
21695,0.5
16936,0.5
11890,0.5
17010,0.5
28366,0.5
268,0.5
14566,0.5
23790,0.5
21108,0.5
301,0.5
9369,0.5
5516,0.5
23244,0.5
1964,0.5
14952,0.5
23,0.5
7060,0.5
830,0.5
10793,0.5
18845,0.5
13093,0.5
10602,0.5
7707,0.5
1281,0.5
13001,0.5
3623,0.5
14693,0.5
8324,0.5
15227,0.5
16890,0.5
15337,0.5
28964,0.5
21034,0.5
23264,0.5
19352,0.5
13969,0.5
15757,0.5
17857,0.5
8626,0.5
13588,0.5
11320,0.5
21574,0.5
25523,0.5
5216,0.5
1234,0.5
5254,0.5
12357,0.5
8571,0.5
548,0.5
5823,0.5
24957,0.5
10082,0.5
19238,0.5
6625,0.5
24246,0.5
19044,0.5
28538,0.5
29151,0.5
6385,0.5
27180,0.5
22483,0.5
19421,0.5
24308,0.5
14653,0.5
1053,0.5
4394,0.5
13977,0.5
7453,0.5
16511,0.5
26075,0.5
2969,0.5
13017,0.5
161,0.5
5459,0.5
2641,0.5
28735,0.5
3901,0.5
18894,0.5
3864,0.5
18562,0.5
2392,0.5
18649,0.5
9662,0.5
24605,0.5
18257,0.5
25436,0.5
28433,0.5
3072,0.5
8838,0.5
18076,0.5
5441,0.5
20410,0.5
3250,0.5
26367,0.5
21115,0.5
17233,0.5
16887,0.5
28325,0.5
14086,0.5
4559,0.5
26356,0.5
7244,0.5
21959,0.5
3650,0.5
29360,0.5
20751,0.5
21213,0.5
28249,0.5
7540,0.5
13847,0.5
27669,0.5
21531,0.5
10359,0.5
3964,0.5
281,0.5
23250,0.5
29615,0.5
26090,0.5
2346,0.5
16829,0.5
6343,0.5
28165,0.5
25324,0.5
22413,0.5
19049,0.5
1983,0.5
23645,0.5
1142,0.5
7739,0.5
16030,0.5
15747,0.5
13869,0.5
13400,0.5
6683,0.5
2986,0.5
14778,0.5
25867,0.5
6679,0.5
20113,0.5
19537,0.5
19639,0.5
1847,0.5
10547,0.5
16674,0.5
12809,0.5
21245,0.5
10438,0.5
13802,0.5
26907,0.5
2294,0.5
8405,0.5
4783,0.5
10630,0.5
13782,0.5
18977,0.5
5977,0.5
10199,0.5
23634,0.5
3873,0.5
26624,0.5
27903,0.5
3242,0.5
25780,0.5
68,0.5
2780,0.5
13728,0.5
9270,0.5
22153,0.5
27298,0.5
19090,0.5
23295,0.5
15971,0.5
3230,0.5
3238,0.5
25924,0.5
17062,0.5
9713,0.5
17386,0.5
17915,0.5
8888,0.5
3316,0.5
20904,0.5
12003,0.5
10214,0.5
16146,0.5
517,0.5
20656,0.5
7805,0.5
14171,0.5
1390,0.5
3653,0.5
7429,0.5
18083,0.5
18435,0.5
28480,0.5
8823,0.5
27842,0.5
6624,0.5
16483,0.5
4440,0.5
26522,0.5
11082,0.5
27265,0.5
2441,0.5
25567,0.5
18993,0.5
16372,0.5
13932,0.5
15487,0.5
580,0.5
13984,0.5
16864,0.5
27487,0.5
20871,0.5
17138,0.5
9743,0.5
9441,0.5
12433,0.5
6853,0.5
3785,0.5
17345,0.5
14417,0.5
2799,0.5
28206,0.5
19902,0.5
17935,0.5
20344,0.5
2710,0.5
6550,0.5
30,0.5
20614,0.5
21944,0.5
11084,0.5
7363,0.5
5613,0.5
18863,0.5
26392,0.5
8903,0.5
7292,0.5
18278,0.5
23564,0.5
22349,0.5
19273,0.5
2299,0.5
24624,0.5
2855,0.5
7356,0.5
17140,0.5
26232,0.5
26659,0.5
7875,0.5
4299,0.5
11258,0.5
4848,0.5
15152,0.5
3574,0.5
11978,0.5
15653,0.5
7564,0.5
28246,0.5
19700,0.5
12634,0.5
17955,0.5
2995,0.5
9706,0.5
21930,0.5
27086,0.5
19650,0.5
1368,0.5
12221,0.5
4421,0.5
13141,0.5
28703,0.5
16433,0.5
21884,0.5
1565,0.5
4398,0.5
14272,0.5
18841,0.5
9774,0.5
3837,0.5
29777,0.5
26284,0.5
22555,0.5
1116,0.5
8708,0.5
23248,0.5
21216,0.5
2284,0.5
17739,0.5
21329,0.5
11279,0.5
25004,0.5
2594,0.5
26169,0.5
8872,0.5
29560,0.5
25930,0.5
13703,0.5
18107,0.5
11742,0.5
19914,0.5
21522,0.5
18778,0.5
12931,0.5
15415,0.5
23149,0.5
24162,0.5
23310,0.5
23033,0.5
13736,0.5
8261,0.5
12056,0.5
9502,0.5
19696,0.5
5468,0.5
4575,0.5
7036,0.5
12115,0.5
18680,0.5
27310,0.5
22672,0.5
1104,0.5
7017,0.5
15027,0.5
4250,0.5
13735,0.5
29506,0.5
22224,0.5
8952,0.5
1609,0.5
2816,0.5
21385,0.5
16715,0.5
28740,0.5
26801,0.5
17200,0.5
6026,0.5
14262,0.5
18338,0.5
21348,0.5
22149,0.5
17512,0.5
1868,0.5
6775,0.5
27601,0.5
8632,0.5
23686,0.5
29487,0.5
12249,0.5
26053,0.5
22971,0.5
29239,0.5
28484,0.5
4434,0.5
12295,0.5
13643,0.5
21466,0.5
14816,0.5
2235,0.5
21889,0.5
29740,0.5
19126,0.5
7090,0.5
5030,0.5
19138,0.5
5406,0.5
8803,0.5
9873,0.5
14732,0.5
7328,0.5
20850,0.5
25952,0.5
10638,0.5
15049,0.5
27559,0.5
8645,0.5
22308,0.5
380,0.5
28082,0.5
19920,0.5
22998,0.5
11165,0.5
19604,0.5
27808,0.5
19602,0.5
4533,0.5
16692,0.5
17872,0.5
20287,0.5
11454,0.5
12022,0.5
7921,0.5
29039,0.5
12699,0.5
28269,0.5
18724,0.5
27006,0.5
29844,0.5
21593,0.5
24111,0.5
1248,0.5
6580,0.5
26515,0.5
19981,0.5
29489,0.5
6786,0.5
20294,0.5
9745,0.5
1446,0.5
7317,0.5
13386,0.5
1055,0.5
21128,0.5
2994,0.5
18744,0.5
7812,0.5
19380,0.5
8856,0.5
27916,0.5
733,0.5
1954,0.5
7271,0.5
25502,0.5
14953,0.5
5781,0.5
28522,0.5
17583,0.5
7510,0.5
29877,0.5
2908,0.5
29272,0.5
27475,0.5
15824,0.5
17708,0.5
1455,0.5
21098,0.5
9917,0.5
19321,0.5
14870,0.5
25614,0.5
12576,0.5
302,0.5
25629,0.5
14496,0.5
28460,0.5
15765,0.5
5799,0.5
20858,0.5
11655,0.5
6653,0.5
24156,0.5
3048,0.5
20735,0.5
23672,0.5
17387,0.5
13256,0.5
6315,0.5
27693,0.5
6629,0.5
29629,0.5
27371,0.5
22414,0.5
25364,0.5
3274,0.5
20356,0.5
3486,0.5
16710,0.5
27348,0.5
9091,0.5
11484,0.5
14888,0.5
21153,0.5
19451,0.5
24090,0.5
15674,0.5
25301,0.5
16940,0.5
23127,0.5
1906,0.5
23711,0.5
21898,0.5
8076,0.5
28884,0.5
28819,0.5
15034,0.5
18493,0.5
22418,0.5
23084,0.5
14652,0.5
7209,0.5
11681,0.5
14316,0.5
19290,0.5
21744,0.5
20462,0.5
22539,0.5
26839,0.5
9212,0.5
18551,0.5
23311,0.5
23233,0.5
28004,0.5
20527,0.5
10665,0.5
12243,0.5
18836,0.5
25643,0.5
6601,0.5
4750,0.5
25426,0.5
14010,0.5
1133,0.5
814,0.5
29835,0.5
11716,0.5
6852,0.5
14349,0.5
2275,0.5
22177,0.5
2717,0.5
22207,0.5
29947,0.5
22513,0.5
25744,0.5
28139,0.5
17523,0.5
28639,0.5
11030,0.5
29832,0.5
11294,0.5
28194,0.5
24242,0.5
17232,0.5
19375,0.5
18409,0.5
20961,0.5
26962,0.5
14709,0.5
23943,0.5
18799,0.5
15629,0.5
8030,0.5
7965,0.5
5844,0.5
9006,0.5
18427,0.5
22639,0.5
6025,0.5
5939,0.5
24919,0.5
10263,0.5
2333,0.5
8390,0.5
5934,0.5
24152,0.5
23993,0.5
6289,0.5
7038,0.5
23557,0.5
10915,0.5
4986,0.5
6160,0.5
8477,0.5
17970,0.5
17829,0.5
14029,0.5
17865,0.5
620,0.5
11360,0.5
14826,0.5
3929,0.5
651,0.5
8746,0.5
12524,0.5
6801,0.5
29155,0.5
2924,0.5
19821,0.5
4298,0.5
12636,0.5
18442,0.5
26700,0.5
2290,0.5
7010,0.5
19312,0.5
19528,0.5
26541,0.5
7441,0.5
16229,0.5
25601,0.5
3956,0.5
5260,0.5
18897,0.5
23877,0.5
22223,0.5
26729,0.5
9144,0.5
12296,0.5
18210,0.5
7470,0.5
16479,0.5
18288,0.5
22302,0.5
20586,0.5
15637,0.5
26209,0.5
13702,0.5
8072,0.5
13085,0.5
17825,0.5
11290,0.5
27156,0.5
22023,0.5
29964,0.5
5350,0.5
23362,0.5
19224,0.5
1357,0.5
18545,0.5
10893,0.5
25923,0.5
24235,0.5
11590,0.5
14651,0.5
10717,0.5
10608,0.5
10563,0.5
22241,0.5
10007,0.5
14279,0.5
25290,0.5
23152,0.5
20220,0.5
11772,0.5
20543,0.5
20744,0.5
2820,0.5
9969,0.5
27869,0.5
9188,0.5
11206,0.5
